                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.64925,                0.51417,                0.93845,                0.62547,                0.56221,                0.58108,                0.43569,                0.94557,                 1.1599,                 1.1771,             0.00041712,             0.00041712,             0.00041712
                     87,                 0.6491,                0.50926,                0.94945,                0.64404,                0.54227,                 0.5865,                0.43693,                0.94443,                 1.1784,                 1.1799,             0.00041358,             0.00041358,             0.00041358
                     88,                0.64009,                0.51251,                0.94676,                0.63335,                0.52017,                0.57429,                0.42714,                0.93609,                 1.2169,                 1.1746,             0.00041005,             0.00041005,             0.00041005
                     89,                0.63345,                0.49349,                0.93305,                0.67866,                0.52024,                0.57812,                0.42864,                0.93665,                  1.194,                 1.1836,             0.00040652,             0.00040652,             0.00040652
                     90,                 0.6408,                0.51407,                0.93992,                0.65481,                0.54633,                0.59169,                0.43709,                0.93765,                 1.1676,                  1.179,             0.00040298,             0.00040298,             0.00040298
                     91,                0.62885,                0.49864,                0.94211,                0.62983,                 0.5556,                0.58886,                0.43963,                0.93498,                 1.1945,                 1.1817,             0.00039945,             0.00039945,             0.00039945
                     92,                 0.6342,                0.49049,                0.93261,                0.65672,                0.53748,                0.58003,                0.43723,                0.92674,                 1.1854,                 1.1746,             0.00039591,             0.00039591,             0.00039591
                     93,                0.63077,                0.49506,                0.93986,                0.67817,                0.54026,                0.58685,                 0.4384,                0.93624,                 1.1683,                 1.1844,             0.00039238,             0.00039238,             0.00039238
                     94,                0.63736,                0.49206,                0.93538,                0.63994,                0.55612,                0.59228,                0.44186,                0.93147,                  1.147,                 1.1761,             0.00038884,             0.00038884,             0.00038884
                     95,                0.63034,                0.49067,                0.94049,                0.64158,                0.55886,                0.58911,                0.43785,                0.93583,                 1.1973,                 1.1801,             0.00038531,             0.00038531,             0.00038531
                     96,                0.62677,                0.48869,                0.93285,                0.66218,                0.53077,                0.57622,                0.42625,                0.94773,                 1.2386,                 1.1902,             0.00038178,             0.00038178,             0.00038178
                     97,                0.62447,                 0.4826,                0.93135,                 0.6733,                0.51957,                0.58016,                0.43007,                0.94844,                 1.2373,                 1.1898,             0.00037824,             0.00037824,             0.00037824
                     98,                0.61819,                0.48416,                0.92515,                 0.6297,                0.54413,                0.57682,                0.43003,                0.94217,                 1.1814,                 1.1865,             0.00037471,             0.00037471,             0.00037471
                     99,                0.63171,                0.47306,                 0.9304,                0.63183,                 0.5525,                0.59146,                0.44002,                0.93079,                 1.1366,                 1.1812,             0.00037117,             0.00037117,             0.00037117
                    100,                0.61165,                0.46695,                0.92401,                0.63164,                0.54001,                0.57377,                 0.4282,                0.93199,                 1.1934,                 1.1774,             0.00036764,             0.00036764,             0.00036764
                    101,                0.60113,                0.46108,                0.92071,                0.66139,                0.52928,                0.58745,                0.44029,                0.92846,                 1.1926,                 1.1739,              0.0003641,              0.0003641,              0.0003641
                    102,                0.62196,                0.47889,                0.93272,                0.68196,                0.50668,                0.57847,                0.43132,                0.93376,                 1.3122,                 1.1839,             0.00036057,             0.00036057,             0.00036057
                    103,                0.62015,                0.49867,                0.94063,                0.65342,                0.53504,                0.58412,                0.43587,                0.94283,                 1.1979,                 1.1876,             0.00035704,             0.00035704,             0.00035704
                    104,                 0.6192,                0.48448,                0.93094,                0.65391,                0.54207,                0.57548,                0.42783,                0.94293,                 1.2529,                 1.1932,              0.0003535,              0.0003535,              0.0003535
