                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                0.70322,                0.59456,                0.97129,                0.62079,                0.53724,                0.55836,                0.40395,                0.97766,                  1.271,                 1.2019,             0.00051608,             0.00051608,             0.00051608
                     59,                0.71645,                0.60459,                0.97374,                0.61639,                0.55072,                0.57076,                0.41426,                0.95268,                 1.1672,                 1.1778,             0.00051254,             0.00051254,             0.00051254
                     60,                0.69842,                0.57653,                0.96462,                0.62057,                0.53086,                0.56936,                0.41803,                0.95486,                  1.167,                 1.1897,             0.00050901,             0.00050901,             0.00050901
                     61,                0.70322,                0.58843,                0.97769,                0.65285,                 0.5287,                0.57707,                 0.4206,                 0.9486,                 1.1601,                 1.1767,             0.00050548,             0.00050548,             0.00050548
                     62,                0.70945,                0.58303,                0.96822,                0.63324,                0.53536,                 0.5751,                0.42798,                0.95018,                 1.1222,                 1.1789,             0.00050194,             0.00050194,             0.00050194
                     63,                0.70353,                0.58499,                0.97891,                0.62593,                0.54141,                0.58216,                0.42633,                0.94508,                 1.1499,                 1.1795,             0.00049841,             0.00049841,             0.00049841
                     64,                0.70314,                0.58108,                0.96827,                0.63094,                0.52642,                0.58072,                0.42666,                0.95504,                 1.1766,                 1.1843,             0.00049487,             0.00049487,             0.00049487
                     65,                0.68638,                0.56159,                 0.9573,                0.61795,                0.55297,                0.57401,                0.42319,                0.95536,                 1.1403,                 1.1888,             0.00049134,             0.00049134,             0.00049134
                     66,                0.69984,                0.56285,                0.96603,                0.64122,                0.54335,                0.57714,                0.42158,                0.96155,                 1.2231,                 1.1883,              0.0004878,              0.0004878,              0.0004878
                     67,                0.68993,                0.56442,                0.96392,                0.64758,                0.52861,                0.57216,                0.42327,                0.94463,                 1.1795,                  1.181,             0.00048427,             0.00048427,             0.00048427
                     68,                0.67919,                0.56716,                 0.9679,                0.64509,                0.54912,                0.58038,                0.42849,                0.93897,                 1.1374,                 1.1647,             0.00048074,             0.00048074,             0.00048074
                     69,                0.67928,                0.55541,                0.96041,                0.64559,                0.52657,                0.56868,                0.42038,                0.95032,                 1.1858,                 1.1806,              0.0004772,              0.0004772,              0.0004772
                     70,                0.68507,                0.56111,                0.96352,                0.65788,                0.52802,                0.57741,                0.42418,                0.96825,                 1.2098,                 1.2053,             0.00047367,             0.00047367,             0.00047367
                     71,                0.68829,                0.56116,                0.96796,                0.70154,                0.51623,                0.58453,                0.43366,                  0.952,                 1.1921,                 1.1878,             0.00047013,             0.00047013,             0.00047013
                     72,                0.67041,                0.54893,                0.95914,                 0.6564,                0.53208,                0.57051,                0.42065,                0.94753,                 1.1724,                 1.1759,              0.0004666,              0.0004666,              0.0004666
                     73,                0.66906,                0.53998,                0.95399,                 0.6591,                0.52056,                0.57119,                 0.4234,                0.94329,                 1.1697,                 1.1805,             0.00046306,             0.00046306,             0.00046306
                     74,                0.67848,                0.54403,                0.94845,                0.64852,                0.51474,                0.56479,                 0.4206,                0.93853,                 1.1946,                 1.1786,             0.00045953,             0.00045953,             0.00045953
                     75,                0.65972,                0.54293,                0.95827,                0.65617,                0.50795,                0.57902,                0.42926,                0.94493,                  1.248,                 1.1818,               0.000456,               0.000456,               0.000456
                     76,                0.65915,                0.53537,                0.94494,                0.67137,                0.52663,                0.57884,                0.42777,                 0.9462,                  1.171,                 1.1848,             0.00045246,             0.00045246,             0.00045246
                     77,                0.65549,                0.53365,                0.95202,                0.63861,                 0.5252,                0.56872,                0.41796,                0.94729,                 1.2295,                 1.1877,             0.00044893,             0.00044893,             0.00044893
                     78,                0.65706,                0.53629,                0.95164,                0.68626,                0.49983,                0.57488,                0.42791,                0.94557,                  1.199,                  1.188,             0.00044539,             0.00044539,             0.00044539
                     79,                0.66395,                0.52458,                0.95089,                0.62139,                0.54144,                0.56724,                0.42235,                0.92921,                 1.2429,                 1.1708,             0.00044186,             0.00044186,             0.00044186
                     80,                0.65195,                0.52111,                0.94679,                0.62158,                0.54859,                0.57781,                0.43053,                0.93462,                 1.1932,                 1.1807,             0.00043832,             0.00043832,             0.00043832
                     81,                0.63897,                0.50541,                0.94162,                 0.6303,                0.55106,                0.59007,                0.43941,                0.93557,                 1.1772,                 1.1788,             0.00043479,             0.00043479,             0.00043479
                     82,                0.65677,                0.52763,                0.94864,                0.64492,                 0.5298,                0.57829,                0.42989,                0.93389,                 1.2001,                 1.1721,             0.00043126,             0.00043126,             0.00043126
                     83,                0.65525,                0.52437,                0.94747,                0.66245,                0.51425,                0.56296,                0.42027,                0.94829,                 1.2878,                 1.1894,             0.00042772,             0.00042772,             0.00042772
                     84,                0.65112,                0.51218,                 0.9496,                0.63239,                0.53471,                0.57023,                0.42492,                0.93984,                 1.1804,                   1.18,             0.00042419,             0.00042419,             0.00042419
                     85,                0.65685,                0.52375,                0.95095,                0.64445,                0.51385,                0.56175,                0.41948,                0.93613,                 1.1987,                 1.1803,             0.00042065,             0.00042065,             0.00042065
                     86,                 0.6459,                0.51343,                 0.9371,                0.65557,                0.52918,                0.57639,                0.43197,                0.93804,                 1.2067,                 1.1713,             0.00041712,             0.00041712,             0.00041712
                     87,                0.64882,                0.50758,                 0.9501,                0.64699,                 0.5261,                0.57268,                0.42988,                0.93368,                  1.208,                  1.177,             0.00041358,             0.00041358,             0.00041358
                     88,                0.64524,                0.51612,                0.95048,                0.62507,                0.53911,                0.57962,                0.43131,                0.93931,                 1.2019,                 1.1812,             0.00041005,             0.00041005,             0.00041005
                     89,                0.63902,                0.49417,                0.93475,                0.65053,                0.53891,                0.58582,                0.43768,                0.92403,                 1.1839,                 1.1725,             0.00040652,             0.00040652,             0.00040652
                     90,                0.64362,                0.51843,                0.94128,                0.63309,                0.54985,                  0.582,                0.43491,                0.92997,                 1.1738,                 1.1724,             0.00040298,             0.00040298,             0.00040298
                     91,                0.62163,                0.49434,                0.93922,                0.66319,                0.54455,                0.58638,                0.43806,                0.93634,                 1.1924,                 1.1754,             0.00039945,             0.00039945,             0.00039945
                     92,                 0.6329,                0.48869,                0.93136,                0.65934,                0.52911,                0.57882,                0.43353,                  0.928,                 1.2377,                 1.1749,             0.00039591,             0.00039591,             0.00039591
                     93,                0.63077,                0.49731,                0.93842,                0.62802,                0.54723,                0.57947,                0.43215,                0.94732,                  1.204,                 1.1861,             0.00039238,             0.00039238,             0.00039238
                     94,                0.63511,                0.48919,                0.93479,                0.68872,                 0.5179,                0.58007,                 0.4352,                0.92802,                 1.1918,                 1.1757,             0.00038884,             0.00038884,             0.00038884
                     95,                0.62964,                0.48684,                0.94077,                0.64536,                0.54769,                0.58833,                0.43944,                0.92823,                 1.1809,                 1.1743,             0.00038531,             0.00038531,             0.00038531
                     96,                0.62063,                0.48692,                0.93097,                0.67218,                0.53192,                0.56965,                0.42503,                0.94196,                 1.2126,                 1.1888,             0.00038178,             0.00038178,             0.00038178
                     97,                0.62317,                0.47911,                0.92991,                 0.6492,                0.53175,                0.57306,                0.42657,                0.94287,                 1.2634,                 1.1927,             0.00037824,             0.00037824,             0.00037824
                     98,                0.61549,                0.47687,                0.92606,                0.68274,                0.51545,                0.58727,                0.44097,                0.93351,                 1.2063,                 1.1854,             0.00037471,             0.00037471,             0.00037471
                     99,                0.63242,                0.47745,                0.93129,                0.64134,                0.54541,                0.58908,                0.44446,                0.92803,                 1.2097,                  1.184,             0.00037117,             0.00037117,             0.00037117
                    100,                0.61138,                0.46795,                0.92355,                0.62043,                 0.5475,                0.58125,                0.43855,                0.92122,                  1.212,                 1.1658,             0.00036764,             0.00036764,             0.00036764
                    101,                0.59748,                0.45873,                 0.9195,                0.71688,                   0.51,                0.58384,                0.44251,                0.92552,                 1.1931,                 1.1701,              0.0003641,              0.0003641,              0.0003641
                    102,                0.62287,                0.47938,                0.93382,                0.67404,                0.51677,                0.57636,                0.43556,                0.92256,                 1.2232,                 1.1692,             0.00036057,             0.00036057,             0.00036057
