                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.4348,                 2.6994,                 1.2979,                 1.4153,                0.60858,                0.29301,                0.26592,                0.13513,                0.60858,                0.29301,                0.24983,                0.10697,                 1.9162,                 3.7084,                 2.3268,                 2.1118,                0.00134,                0.00134,                0.00134
                    103,                 1.4786,                 2.7474,                 1.3724,                 1.4737,                0.60858,                0.29301,                0.26592,                0.13513,                0.60858,                0.29301,                0.24983,                0.10697,                 1.9162,                 3.7084,                 2.3268,                 2.1118,              0.0013334,              0.0013334,              0.0013334
                    104,                 1.4656,                 2.8461,                 1.4008,                 1.4562,                0.57518,                0.31888,                0.31128,                0.15961,                0.57498,                0.31888,                0.23901,                0.10928,                  1.877,                    3.7,                 2.1948,                 2.0878,              0.0013268,              0.0013268,              0.0013268
                    105,                 1.5747,                 2.8265,                 1.6188,                 1.5613,                0.68668,                0.24895,                0.30095,                0.16961,                0.68668,                0.24895,                0.25252,                0.12402,                 1.8679,                 3.6913,                 2.1181,                 2.0807,              0.0013202,              0.0013202,              0.0013202
                    106,                  1.376,                 2.7332,                  1.364,                 1.3975,                0.26516,                 0.3623,                0.37682,                 0.2058,                0.46507,                0.28816,                0.30975,                0.15537,                 1.9144,                 3.7393,                 2.1717,                 2.1219,              0.0013136,              0.0013136,              0.0013136
                    107,                 1.3786,                 2.6409,                 1.3726,                 1.3871,                0.26516,                 0.3623,                0.37682,                 0.2058,                0.46507,                0.28816,                0.30975,                0.15537,                 1.9144,                 3.7393,                 2.1717,                 2.1219,               0.001307,               0.001307,               0.001307
                    108,                 1.2927,                 2.4521,                 1.2335,                 1.3284,                0.76104,                0.27762,                0.37937,                0.20907,                0.76104,                0.27762,                0.33667,                 0.1645,                 1.9728,                 3.7464,                 2.1568,                 2.1481,              0.0013004,              0.0013004,              0.0013004
                    109,                 1.3829,                 2.6706,                 1.4567,                   1.43,                0.45288,                0.43683,                0.49032,                0.23638,                0.87344,                0.27164,                 0.3595,                0.19237,                  1.984,                 3.7936,                 2.1345,                 2.1638,              0.0012938,              0.0012938,              0.0012938
                    110,                 1.3792,                 2.5455,                  1.309,                 1.4188,                0.62372,                0.31119,                0.40233,                0.22006,                0.62809,                0.28635,                0.36537,                0.18555,                 1.9868,                 3.7867,                 1.9784,                 2.1544,              0.0012872,              0.0012872,              0.0012872
                    111,                 1.3691,                 2.6156,                 1.3669,                  1.401,                0.62372,                0.31119,                0.40233,                0.22006,                0.62809,                0.28635,                0.36537,                0.18555,                 1.9868,                 3.7867,                 1.9784,                 2.1544,              0.0012806,              0.0012806,              0.0012806
                    112,                  1.375,                   2.54,                 1.3047,                 1.4102,                0.35795,                0.61051,                0.39883,                 0.2045,                0.30056,                0.46179,                0.33992,                 0.1734,                   1.97,                 3.7527,                 1.8766,                 2.1212,               0.001274,               0.001274,               0.001274
                    113,                 1.4791,                  2.596,                 1.4041,                 1.4278,                0.34583,                0.45241,                0.37406,                0.18922,                0.30348,                 0.3892,                0.32187,                0.15347,                 1.9615,                 3.7137,                 1.9117,                 2.0466,              0.0012674,              0.0012674,              0.0012674
                    114,                 1.2921,                 2.6013,                 1.3849,                 1.4201,                0.66477,                0.29605,                0.38166,                0.18847,                0.66477,                0.29605,                0.34002,                0.15646,                 2.0018,                 3.6697,                 2.0143,                 2.0328,              0.0012608,              0.0012608,              0.0012608
                    115,                 1.3874,                 2.6858,                 1.4134,                  1.461,                0.66477,                0.29605,                0.38166,                0.18847,                0.66477,                0.29605,                0.34002,                0.15646,                 2.0018,                 3.6697,                 2.0143,                 2.0328,              0.0012542,              0.0012542,              0.0012542
                    116,                 1.3464,                 2.4485,                 1.3866,                 1.4211,                0.37612,                0.50802,                 0.4258,                0.18141,                0.63835,                0.31067,                0.29139,                0.14762,                 1.9814,                 3.6528,                 2.2379,                 2.0403,              0.0012476,              0.0012476,              0.0012476
                    117,                  1.443,                 2.5744,                 1.3439,                 1.4132,                0.71885,                0.27532,                0.37238,                0.18609,                0.71885,                0.27532,                0.33354,                0.17793,                 2.0175,                 3.6456,                  2.395,                 2.0631,               0.001241,               0.001241,               0.001241
                    118,                 1.4031,                 2.4454,                 1.3642,                  1.418,                0.69193,                0.25369,                0.38404,                0.17306,                0.69193,                0.25369,                0.31599,                0.17164,                 1.9502,                 3.6709,                 2.3631,                 2.0417,              0.0012344,              0.0012344,              0.0012344
                    119,                 1.3566,                 2.6342,                 1.3464,                  1.401,                0.69193,                0.25369,                0.38404,                0.17306,                0.69193,                0.25369,                0.31599,                0.17164,                 1.9502,                 3.6709,                 2.3631,                 2.0417,              0.0012278,              0.0012278,              0.0012278
                    120,                 1.3878,                 2.6256,                 1.2765,                 1.4131,                0.82616,                0.23407,                0.33152,                0.16298,                0.76773,                 0.2432,                0.32355,                0.17008,                 1.9137,                 3.7094,                 2.3612,                 2.0195,              0.0012212,              0.0012212,              0.0012212
                    121,                 1.4073,                 2.5965,                  1.344,                 1.4203,                0.85222,                 0.2432,                0.39652,                0.18897,                0.85222,                 0.2432,                0.33591,                 0.1574,                 1.9046,                 3.6835,                 2.3339,                 2.0123,              0.0012146,              0.0012146,              0.0012146
                    122,                 1.3496,                 2.4691,                 1.3154,                 1.3667,                0.76739,                0.26908,                0.43001,                0.22274,                0.76739,                0.26908,                0.37279,                0.17844,                 1.8973,                 3.6633,                 2.2085,                 1.9874,               0.001208,               0.001208,               0.001208
                    123,                 1.3493,                 2.5049,                 1.2074,                 1.3014,                0.76739,                0.26908,                0.43001,                0.22274,                0.76739,                0.26908,                0.37279,                0.17844,                 1.8973,                 3.6633,                 2.2085,                 1.9874,              0.0012014,              0.0012014,              0.0012014
                    124,                  1.438,                 2.6437,                 1.4198,                 1.4379,                 0.8447,                0.31659,                0.49535,                0.24698,                 0.8447,                0.31659,                 0.4395,                0.20257,                 1.8601,                  3.629,                  2.072,                 1.9557,              0.0011948,              0.0011948,              0.0011948
                    125,                  1.356,                 2.5829,                 1.3761,                 1.4039,                0.74941,                0.37046,                0.54511,                0.25322,                0.74815,                0.37325,                0.45585,                 0.2276,                 1.8374,                 3.6334,                 2.0252,                 1.9649,              0.0011882,              0.0011882,              0.0011882
                    126,                 1.4354,                 2.6229,                 1.3181,                 1.4237,                 0.8081,                0.39859,                0.56958,                0.26228,                 0.8081,                0.39859,                0.47574,                0.23208,                  1.826,                 3.6356,                 1.9764,                 1.9728,              0.0011816,              0.0011816,              0.0011816
                    127,                 1.3697,                 2.5072,                 1.4111,                 1.4061,                 0.8081,                0.39859,                0.56958,                0.26228,                 0.8081,                0.39859,                0.47574,                0.23208,                  1.826,                 3.6356,                 1.9764,                 1.9728,               0.001175,               0.001175,               0.001175
                    128,                 1.3577,                 2.5387,                 1.2821,                   1.34,                0.72527,                0.44461,                 0.5455,                0.26651,                0.72527,                0.44461,                0.45942,                0.20953,                 1.8377,                 3.6199,                 2.0162,                 1.9917,              0.0011684,              0.0011684,              0.0011684
                    129,                 1.3248,                 2.5371,                 1.3089,                 1.4123,                0.39124,                0.54817,                0.54967,                0.25811,                0.70425,                 0.4096,                0.45682,                 0.1909,                 1.8802,                 3.6294,                 2.0072,                 2.0114,              0.0011618,              0.0011618,              0.0011618
                    130,                 1.4558,                 2.5915,                 1.3534,                 1.4737,                0.45166,                0.51179,                0.55165,                0.25859,                0.68001,                0.40167,                0.45331,                0.18899,                 1.8895,                 3.6609,                 1.9822,                 2.0282,              0.0011552,              0.0011552,              0.0011552
                    131,                 1.3023,                 2.5171,                 1.2915,                 1.3522,                0.45166,                0.51179,                0.55165,                0.25859,                0.68001,                0.40167,                0.45331,                0.18899,                 1.8895,                 3.6609,                 1.9822,                 2.0282,              0.0011486,              0.0011486,              0.0011486
                    132,                 1.3752,                 2.5046,                 1.1854,                 1.3679,                0.45527,                0.51868,                0.51125,                0.26357,                0.74833,                0.39325,                0.45871,                0.19354,                 1.8867,                 3.6814,                 1.9701,                 2.0485,               0.001142,               0.001142,               0.001142
                    133,                 1.3047,                 2.4058,                 1.2686,                 1.3841,                0.58209,                0.32162,                0.43656,                0.23406,                0.57659,                0.31335,                0.39559,                0.16691,                 1.8693,                 3.7479,                 1.9566,                 2.0129,              0.0011354,              0.0011354,              0.0011354
                    134,                 1.3376,                 2.6152,                 1.2544,                 1.3576,                0.46199,                0.39574,                0.40116,                 0.2119,                0.38701,                 0.3731,                0.37282,                  0.159,                 1.8249,                 3.7911,                 1.9756,                 1.9836,              0.0011288,              0.0011288,              0.0011288
                    135,                 1.2499,                  2.312,                 1.0708,                 1.3042,                0.46199,                0.39574,                0.40116,                 0.2119,                0.38701,                 0.3731,                0.37282,                  0.159,                 1.8249,                 3.7911,                 1.9756,                 1.9836,              0.0011222,              0.0011222,              0.0011222
                    136,                 1.3045,                 2.4217,                 1.1777,                 1.3351,                0.53399,                0.45085,                 0.4312,                 0.2152,                0.43674,                0.40008,                0.36522,                0.17765,                 1.7826,                 3.8153,                 2.0245,                 1.9604,              0.0011156,              0.0011156,              0.0011156
                    137,                 1.3844,                 2.4839,                 1.2108,                 1.3405,                 0.6276,                0.49037,                0.46839,                0.20706,                0.50375,                0.35905,                0.35563,                0.16895,                 1.7827,                 3.8532,                 2.0655,                 1.9779,               0.001109,               0.001109,               0.001109
                    138,                 1.3191,                  2.342,                 1.2574,                  1.367,                0.43072,                 0.3819,                0.37393,                0.19032,                0.43072,                 0.3819,                0.36186,                0.17039,                 1.8281,                 3.9386,                 2.0666,                  1.988,              0.0011024,              0.0011024,              0.0011024
                    139,                 1.2359,                 2.2969,                 1.1129,                 1.3182,                0.43072,                 0.3819,                0.37393,                0.19032,                0.43072,                 0.3819,                0.36186,                0.17039,                 1.8281,                 3.9386,                 2.0666,                  1.988,              0.0010958,              0.0010958,              0.0010958
                    140,                 1.4007,                 2.6914,                 1.2909,                 1.4089,                0.38033,                0.46799,                0.40299,                0.19301,                0.35348,                0.41165,                0.35194,                0.16465,                 1.8511,                 3.9981,                 2.1572,                 1.9687,              0.0010892,              0.0010892,              0.0010892
                    141,                 1.2782,                 2.3922,                 1.1506,                 1.3075,                0.48458,                0.37556,                0.40918,                0.19982,                0.27091,                0.47592,                0.34683,                0.17082,                 1.8339,                 3.8943,                 2.1556,                 1.9571,              0.0010826,              0.0010826,              0.0010826
                    142,                 1.3419,                 2.6927,                 1.3146,                 1.3998,                0.53941,                0.44441,                0.48208,                 0.2104,                0.62676,                0.26676,                0.34038,                0.17292,                  1.808,                 3.8532,                 2.1062,                 1.9225,               0.001076,               0.001076,               0.001076
                    143,                 1.3421,                 2.5441,                 1.2776,                 1.3797,                0.53941,                0.44441,                0.48208,                 0.2104,                0.62676,                0.26676,                0.34038,                0.17292,                  1.808,                 3.8532,                 2.1062,                 1.9225,              0.0010694,              0.0010694,              0.0010694
                    144,                 1.2551,                 2.4521,                 1.2804,                 1.3179,                0.46845,                0.47983,                0.51447,                0.21982,                0.63038,                0.30068,                0.35635,                0.18111,                 1.8366,                 3.8498,                 2.0641,                 1.9428,              0.0010628,              0.0010628,              0.0010628
                    145,                 1.2969,                 2.3454,                 1.1839,                  1.324,                0.36653,                0.49666,                0.52378,                0.23661,                0.60648,                0.33686,                0.36626,                0.18097,                 1.8544,                 3.7753,                 2.0921,                 1.9677,              0.0010562,              0.0010562,              0.0010562
                    146,                 1.3264,                 2.5692,                 1.2397,                 1.3298,                0.58016,                0.34991,                0.51095,                0.25069,                0.58016,                0.34991,                 0.3875,                0.19023,                 1.8381,                 3.7482,                 2.0364,                 1.9691,              0.0010496,              0.0010496,              0.0010496
                    147,                 1.3598,                 2.5003,                 1.2711,                 1.3867,                0.58016,                0.34991,                0.51095,                0.25069,                0.58016,                0.34991,                 0.3875,                0.19023,                 1.8381,                 3.7482,                 2.0364,                 1.9691,               0.001043,               0.001043,               0.001043
                    148,                 1.0994,                 2.1431,                 1.3525,                 1.2331,                0.33019,                0.64071,                0.54964,                0.25374,                0.68151,                0.29984,                0.39799,                0.19703,                 1.8231,                 3.7035,                 2.0088,                   1.97,              0.0010364,              0.0010364,              0.0010364
                    149,                 1.2994,                  2.446,                 1.0706,                 1.3333,                0.59924,                0.40328,                0.52703,                0.24703,                0.59924,                0.40328,                 0.3817,                0.17812,                 1.8036,                 3.6894,                 2.0254,                 1.9547,              0.0010298,              0.0010298,              0.0010298
                    150,                 1.2259,                 2.3142,                 1.0576,                 1.2691,                   0.63,                0.42038,                0.47698,                0.24761,                   0.63,                0.42038,                0.38279,                0.18521,                 1.7655,                 3.6813,                 2.0175,                 1.9204,              0.0010232,              0.0010232,              0.0010232
                    151,                 1.3427,                 2.6054,                 1.1334,                 1.3581,                   0.63,                0.42038,                0.47698,                0.24761,                   0.63,                0.42038,                0.38279,                0.18521,                 1.7655,                 3.6813,                 2.0175,                 1.9204,              0.0010166,              0.0010166,              0.0010166
                    152,                 1.3127,                  2.611,                 1.3616,                 1.4217,                0.58362,                0.47102,                0.49619,                0.23768,                0.60974,                0.41906,                0.38575,                0.18284,                  1.766,                 3.6822,                 1.9322,                 1.9146,                0.00101,                0.00101,                0.00101
                    153,                 1.2139,                   2.42,                 1.1996,                  1.317,                0.62148,                0.46333,                0.49934,                0.23998,                0.63212,                0.46202,                0.39603,                 0.1838,                 1.7444,                 3.6617,                 1.8503,                  1.897,              0.0010034,              0.0010034,              0.0010034
                    154,                 1.2541,                 2.2882,                 1.0609,                 1.2517,                0.66737,                0.46133,                0.52017,                0.25299,                0.66737,                0.46133,                 0.4159,                0.18656,                 1.7226,                 3.6599,                 1.7923,                 1.8826,              0.0009968,              0.0009968,              0.0009968
                    155,                 1.2549,                 2.3327,                 1.1186,                 1.2887,                0.66737,                0.46133,                0.52017,                0.25299,                0.66737,                0.46133,                 0.4159,                0.18656,                 1.7226,                 3.6599,                 1.7923,                 1.8826,              0.0009902,              0.0009902,              0.0009902
                    156,                 1.2724,                 2.3711,                 1.2146,                  1.309,                0.43655,                0.66435,                0.60015,                0.28919,                0.71906,                0.37584,                0.46135,                 0.2273,                 1.7681,                 3.6489,                  1.775,                 1.9242,              0.0009836,              0.0009836,              0.0009836
                    157,                 1.1999,                 2.3157,                 1.0508,                 1.2718,                0.37622,                0.62214,                0.56797,                 0.2795,                0.52801,                0.48018,                0.45027,                 0.2196,                 1.7803,                 3.6409,                 1.7704,                 1.9384,               0.000977,               0.000977,               0.000977
                    158,                 1.1816,                 2.2844,                 1.0304,                 1.2895,                0.37961,                0.65373,                0.55375,                0.26806,                0.28321,                0.50883,                0.43147,                0.20327,                  1.762,                 3.6646,                 1.7522,                 1.9338,              0.0009704,              0.0009704,              0.0009704
                    159,                  1.181,                 2.3565,                  1.092,                 1.3132,                0.37961,                0.65373,                0.55375,                0.26806,                0.28321,                0.50883,                0.43147,                0.20327,                  1.762,                 3.6646,                 1.7522,                 1.9338,              0.0009638,              0.0009638,              0.0009638
                    160,                 1.2085,                 2.3622,                 1.0541,                 1.2491,                 0.3698,                0.71235,                0.55324,                0.27053,                0.26908,                0.57914,                0.43357,                0.19957,                 1.7547,                 3.6936,                 1.7909,                 1.9365,              0.0009572,              0.0009572,              0.0009572
                    161,                 1.1946,                 2.3365,                 1.1386,                 1.3571,                0.36183,                 0.6157,                0.54455,                0.26248,                0.26238,                 0.5373,                 0.4344,                0.18916,                 1.7597,                 3.6979,                 1.8336,                 1.9629,              0.0009506,              0.0009506,              0.0009506
                    162,                 1.3382,                 2.4143,                 1.1476,                 1.3622,                 0.4222,                0.68801,                0.59307,                0.28961,                0.29735,                0.58519,                0.45375,                  0.192,                 1.7692,                 3.7242,                 1.8941,                 1.9953,               0.000944,               0.000944,               0.000944
                    163,                 1.2898,                 2.4596,                 1.1248,                 1.3427,                 0.4222,                0.68801,                0.59307,                0.28961,                0.29735,                0.58519,                0.45375,                  0.192,                 1.7692,                 3.7242,                 1.8941,                 1.9953,              0.0009374,              0.0009374,              0.0009374
                    164,                 1.1867,                 2.1578,                 1.0516,                 1.2685,                0.42143,                0.72681,                0.59705,                0.29077,                0.65258,                0.48606,                0.45214,                0.20118,                 1.8106,                 3.7544,                 1.9057,                 2.0488,              0.0009308,              0.0009308,              0.0009308
                    165,                 1.1418,                 2.2034,                0.95387,                 1.2299,                0.43397,                0.61341,                0.53996,                0.27534,                 0.6996,                0.44514,                0.44139,                0.19934,                 1.8195,                 3.7269,                 1.9894,                 2.0714,              0.0009242,              0.0009242,              0.0009242
                    166,                 1.2078,                 2.2408,                 1.0733,                 1.3109,                0.48606,                0.53368,                0.51687,                0.27754,                0.72594,                0.42849,                0.45033,                0.20858,                 1.8121,                 3.7216,                 1.9707,                 2.0516,              0.0009176,              0.0009176,              0.0009176
                    167,                 1.1476,                 2.2491,                 1.0836,                 1.3039,                0.48606,                0.53368,                0.51687,                0.27754,                0.72594,                0.42849,                0.45033,                0.20858,                 1.8121,                 3.7216,                 1.9707,                 2.0516,               0.000911,               0.000911,               0.000911
                    168,                 1.2029,                 2.3062,                 1.1159,                 1.2923,                0.54431,                0.50558,                0.51354,                0.27941,                0.55846,                0.41504,                 0.4424,                0.20671,                 1.7731,                 3.7311,                   1.92,                 2.0241,              0.0009044,              0.0009044,              0.0009044
                    169,                 1.1379,                 2.1946,                0.97964,                 1.2397,                0.57003,                0.51296,                 0.4867,                0.27135,                0.70095,                 0.3911,                0.41582,                0.21156,                 1.7894,                 3.7085,                 1.9254,                 1.9917,              0.0008978,              0.0008978,              0.0008978
                    170,                 1.2343,                 2.4233,                 1.1218,                 1.3196,                0.37612,                0.53837,                0.45696,                0.25952,                0.77325,                0.29495,                  0.396,                0.20438,                 1.8457,                  3.654,                 1.9196,                 2.0344,              0.0008912,              0.0008912,              0.0008912
                    171,                 1.1304,                 2.2815,                 1.1098,                 1.2657,                0.37612,                0.53837,                0.45696,                0.25952,                0.77325,                0.29495,                  0.396,                0.20438,                 1.8457,                  3.654,                 1.9196,                 2.0344,              0.0008846,              0.0008846,              0.0008846
                    172,                 1.1698,                 2.1672,                 1.0188,                 1.2579,                 0.3688,                0.52494,                0.46936,                0.24931,                0.78618,                0.29495,                0.40552,                0.20433,                 1.8643,                 3.6129,                   1.87,                  2.029,               0.000878,               0.000878,               0.000878
                    173,                 1.1566,                 2.1901,                 1.0218,                 1.2186,                0.39913,                0.54804,                0.47007,                0.23476,                0.79414,                0.31965,                0.43065,                0.20044,                 1.8783,                 3.5593,                 1.8637,                 2.0192,              0.0008714,              0.0008714,              0.0008714
                    174,                 1.1175,                 2.2508,                0.98813,                 1.2476,                 0.4198,                0.58454,                0.50524,                0.23969,                0.79357,                0.30924,                 0.4364,                0.20588,                 1.8541,                 3.5704,                 1.8175,                 1.9812,              0.0008648,              0.0008648,              0.0008648
                    175,                 1.1934,                  2.318,                0.99119,                 1.2358,                 0.4198,                0.58454,                0.50524,                0.23969,                0.79357,                0.30924,                 0.4364,                0.20588,                 1.8541,                 3.5704,                 1.8175,                 1.9812,              0.0008582,              0.0008582,              0.0008582
                    176,                 1.1213,                 2.2294,                 1.0102,                 1.2397,                0.49745,                0.58454,                0.53779,                0.26043,                0.38102,                 0.5042,                  0.462,                0.22347,                 1.8172,                 3.6105,                  1.779,                 1.9579,              0.0008516,              0.0008516,              0.0008516
                    177,                 1.2012,                 2.1928,                 1.0521,                  1.243,                0.48701,                0.61041,                0.56855,                0.29396,                0.85012,                0.34584,                0.48954,                0.24508,                   1.78,                 3.6371,                 1.7494,                 1.9307,               0.000845,               0.000845,               0.000845
                    178,                 1.0828,                 2.1762,                0.99339,                  1.198,                0.47672,                0.58454,                0.58118,                0.31974,                0.66756,                0.44458,                0.52621,                0.26804,                 1.7087,                 3.6852,                 1.6988,                 1.8818,              0.0008384,              0.0008384,              0.0008384
                    179,                 1.1258,                 2.1511,                 1.0271,                 1.2351,                0.47672,                0.58454,                0.58118,                0.31974,                0.66756,                0.44458,                0.52621,                0.26804,                 1.7087,                 3.6852,                 1.6988,                 1.8818,              0.0008318,              0.0008318,              0.0008318
                    180,                 1.1034,                 2.1307,                0.93973,                 1.2322,                0.46016,                0.58454,                0.57589,                0.30615,                0.65465,                0.47073,                0.50653,                0.25263,                 1.6595,                 3.7302,                 1.6833,                 1.8509,              0.0008252,              0.0008252,              0.0008252
                    181,                 1.1712,                 2.1422,                 1.0519,                 1.2751,                0.47043,                 0.6181,                0.56157,                0.30504,                0.63685,                  0.508,                0.53838,                0.25686,                  1.678,                 3.7677,                 1.7423,                 1.8751,              0.0008186,              0.0008186,              0.0008186
                    182,                 1.0632,                 2.1112,                0.91504,                 1.2114,                0.48402,                 0.6181,                0.55372,                0.28954,                0.37132,                0.67711,                0.54012,                0.24889,                 1.6912,                 3.8213,                 1.6814,                 1.9085,               0.000812,               0.000812,               0.000812
                    183,                 1.0829,                 2.0994,                 0.8949,                 1.1851,                0.48402,                 0.6181,                0.55372,                0.28954,                0.37132,                0.67711,                0.54012,                0.24889,                 1.6912,                 3.8213,                 1.6814,                 1.9085,              0.0008054,              0.0008054,              0.0008054
                    184,                 1.1626,                 2.1108,                0.99486,                 1.2593,                0.48749,                0.63629,                0.54033,                 0.2873,                0.58676,                0.57865,                0.49333,                0.23707,                 1.7538,                 3.8633,                 1.7067,                 1.9793,              0.0007988,              0.0007988,              0.0007988
                    185,                 1.0793,                 2.1383,                0.93163,                 1.2318,                0.43148,                0.63629,                0.51451,                0.25858,                0.64058,                0.41152,                0.43498,                0.20675,                 1.7593,                 3.8991,                 1.7052,                 1.9715,              0.0007922,              0.0007922,              0.0007922
                    186,                 1.0187,                 2.0926,                0.88869,                 1.1539,                0.34019,                0.65447,                0.48818,                0.24712,                0.64786,                0.36536,                0.40623,                0.18677,                 1.8354,                 3.9013,                 1.7211,                 2.0519,              0.0007856,              0.0007856,              0.0007856
                    187,                 1.0404,                 2.0677,                0.93088,                 1.1928,                0.34019,                0.65447,                0.48818,                0.24712,                0.64786,                0.36536,                0.40623,                0.18677,                 1.8354,                 3.9013,                 1.7211,                 2.0519,               0.000779,               0.000779,               0.000779
                    188,                 1.0956,                 2.0541,                0.89709,                 1.2366,                0.63031,                0.39174,                0.47223,                0.23633,                0.63031,                0.39174,                0.37585,                0.17242,                 1.8206,                 3.9323,                 1.7659,                 2.0204,              0.0007724,              0.0007724,              0.0007724
                    189,                 1.0528,                 1.9912,                0.98475,                 1.1967,                0.68207,                 0.3689,                0.50171,                0.24326,                0.68207,                 0.3689,                0.39325,                0.17643,                 1.8331,                 3.9528,                 1.8035,                 2.0398,              0.0007658,              0.0007658,              0.0007658
                    190,                 1.0722,                 2.0777,                0.88148,                 1.1945,                0.69163,                0.36566,                 0.4741,                0.23084,                0.69163,                0.36566,                0.39212,                0.16994,                 1.8708,                   3.98,                 1.8896,                 2.0753,              0.0007592,              0.0007592,              0.0007592
                    191,                 1.0266,                 1.9658,                0.89385,                 1.1865,                0.69163,                0.36566,                 0.4741,                0.23084,                0.69163,                0.36566,                0.39212,                0.16994,                 1.8708,                   3.98,                 1.8896,                 2.0753,              0.0007526,              0.0007526,              0.0007526
                    192,                  1.131,                 2.2213,                  1.004,                 1.2427,                0.40928,                0.57864,                0.47751,                 0.2316,                0.61908,                0.34794,                0.38462,                 0.1788,                 1.8648,                 3.9519,                 1.9723,                 2.0579,               0.000746,               0.000746,               0.000746
                    193,                 1.1042,                 2.1313,                0.91904,                 1.1895,                0.39861,                0.58454,                0.48336,                  0.236,                0.33405,                0.56924,                0.40157,                0.18561,                 1.8436,                 3.9445,                 2.0404,                 2.0376,              0.0007394,              0.0007394,              0.0007394
                    194,                 1.0741,                 1.9994,                0.90931,                 1.1802,                0.40059,                 0.6589,                0.54368,                0.27175,                0.61541,                0.45866,                0.47445,                0.21839,                 1.8447,                 3.9249,                 2.0126,                 2.0311,              0.0007328,              0.0007328,              0.0007328
                    195,                 1.0713,                 1.9874,                0.92026,                 1.1957,                0.40059,                 0.6589,                0.54368,                0.27175,                0.61541,                0.45866,                0.47445,                0.21839,                 1.8447,                 3.9249,                 2.0126,                 2.0311,              0.0007262,              0.0007262,              0.0007262
                    196,                 1.0492,                 1.9501,                0.85471,                 1.1777,                0.54045,                0.64801,                0.61403,                0.30378,                0.74602,                0.44794,                0.50793,                0.24659,                 1.8234,                 3.9327,                 1.8935,                 1.9837,              0.0007196,              0.0007196,              0.0007196
                    197,                 1.0889,                 2.1508,                 1.0194,                 1.2133,                0.56153,                0.66659,                 0.6294,                0.32186,                0.44321,                0.59223,                0.51981,                0.25606,                  1.828,                 3.9112,                 1.8903,                 1.9739,               0.000713,               0.000713,               0.000713
                    198,                 1.0174,                 2.0043,                0.95861,                 1.2057,                0.55134,                0.64841,                0.63429,                0.31331,                0.45069,                0.57405,                0.52092,                 0.2708,                 1.8298,                 3.8997,                 1.8794,                 1.9726,              0.0007064,              0.0007064,              0.0007064
                    199,                 1.0292,                 2.0768,                0.96021,                 1.2027,                0.55134,                0.64841,                0.63429,                0.31331,                0.45069,                0.57405,                0.52092,                 0.2708,                 1.8298,                 3.8997,                 1.8794,                 1.9726,              0.0006998,              0.0006998,              0.0006998
                    200,                 1.1426,                 2.1886,                 1.0745,                 1.1802,                0.44241,                0.64841,                 0.6446,                0.34792,                0.82483,                0.43621,                 0.5338,                0.28406,                 1.8095,                 3.8859,                 1.8393,                 1.9565,              0.0006932,              0.0006932,              0.0006932
                    201,                 1.1051,                 2.0161,                 0.9368,                 1.2111,                0.41465,                0.64071,                0.61526,                0.34122,                0.84675,                 0.4352,                0.51987,                0.28086,                 1.7817,                 3.9096,                 1.8703,                 1.9495,              0.0006866,              0.0006866,              0.0006866
                    202,                  1.084,                 2.0933,                0.95576,                 1.2166,                 0.4279,                0.61849,                 0.6032,                0.31992,                0.83824,                0.41884,                0.50239,                0.27233,                 1.7924,                 3.9121,                 1.9537,                 1.9513,                0.00068,                0.00068,                0.00068
                    203,                 1.1343,                 2.1853,                 1.1544,                 1.3065,                 0.4279,                0.61849,                 0.6032,                0.31992,                0.83824,                0.41884,                0.50239,                0.27233,                 1.7924,                 3.9121,                 1.9537,                 1.9513,              0.0006734,              0.0006734,              0.0006734
                    204,                 1.0268,                 1.9804,                0.86621,                 1.1676,                0.43101,                0.58772,                0.58695,                0.30866,                0.85009,                0.39395,                0.48689,                0.25003,                 1.8498,                 3.9641,                   2.02,                 2.0029,              0.0006668,              0.0006668,              0.0006668
                    205,                 1.0247,                 2.0864,                0.91016,                 1.1813,                0.48721,                0.57256,                0.57801,                 0.3053,                 0.8544,                0.38726,                0.47484,                0.24635,                 1.8839,                  3.988,                 2.0524,                 2.0515,              0.0006602,              0.0006602,              0.0006602
                    206,                 1.0499,                 1.9922,                0.90534,                 1.1687,                0.41914,                0.63564,                0.54746,                0.29004,                 0.4065,                0.52345,                0.48184,                 0.2536,                 1.9411,                 4.0366,                 2.1218,                 2.1114,              0.0006536,              0.0006536,              0.0006536
                    207,                 1.0533,                 2.0851,                0.87682,                 1.1635,                0.41914,                0.63564,                0.54746,                0.29004,                 0.4065,                0.52345,                0.48184,                 0.2536,                 1.9411,                 4.0366,                 2.1218,                 2.1114,               0.000647,               0.000647,               0.000647
                    208,                 1.0421,                 2.0362,                0.88336,                 1.1816,                0.47831,                0.58848,                 0.5755,                0.29206,                0.49102,                0.58772,                0.51231,                0.24213,                 1.9584,                 4.0535,                 2.1605,                  2.146,              0.0006404,              0.0006404,              0.0006404
